p1,p2,Winner
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Electro Spirit', 'Fisherman', 'Lightning', 'Mega Minion', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Barbarian Barrel', 'Dark Prince', 'Electro Giant', 'Fireball', 'Goblin Cage', 'Inferno Dragon', 'Lightning', 'Tornado']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Archer Queen', 'Fireball', 'Goblin Barrel', 'Inferno Tower', 'Knight', 'Skeleton Army', 'Skeleton Barrel', 'The Log']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Arrows', 'Bats', 'Inferno Dragon', 'Mega Knight', 'Mini P.E.K.K.A', 'P.E.K.K.A', 'Wizard', 'Zap']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Archer Queen', 'Cannon', 'Electro Spirit', 'Fireball', 'Hog Rider', 'Ice Golem', 'Skeletons', 'The Log']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Balloon', 'Barbarian Barrel', 'Bomb Tower', 'Giant Snowball', 'Ice Golem', 'Miner', 'Musketeer', 'Skeletons']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Arrows', 'Baby Dragon', 'Bats', 'Clone', 'Golem', 'Lumberjack', 'Night Witch', 'Skeleton Army']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'Magic Archer', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Electro Spirit', 'Goblin Barrel', 'Princess', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Bandit', 'Elite Barbarians', 'Executioner', 'Goblin Drill', 'Princess', 'Royal Ghost', 'Royal Recruits', 'Wall Breakers']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Arrows', 'Furnace', 'Giant', 'Giant Skeleton', 'Minion Horde', 'Minions', 'Skeleton Army', 'Sparky']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Bats', 'Dark Prince', 'Electro Wizard', 'Goblin Giant', 'Mini P.E.K.K.A', 'Rage', 'Sparky', 'Zap']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'Magic Archer', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Dart Goblin', 'Giant Snowball', 'Goblin Barrel', 'Golden Knight', 'Prince', 'Princess', 'Rascals', 'Rocket']",p1
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Arrows', 'Baby Dragon', 'Bats', 'Clone', 'Golem', 'Lumberjack', 'Night Witch', 'Skeleton Army']",p1
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Balloon', 'Bats', 'Fireball', 'Hunter', 'Ice Golem', 'Lumberjack', 'Mega Knight', 'Zap']",p1
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Barbarian Barrel', 'Cannon Cart', 'Elite Barbarians', 'Fireball', 'Flying Machine', 'Furnace', 'Goblin Hut', 'Mother Witch']",p1
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Arrows', 'Battle Healer', 'Bomber', 'Electro Dragon', 'Elite Barbarians', 'Elixir Golem', 'Inferno Dragon', 'Rage']",p1
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Balloon', 'Barbarian Barrel', 'Bowler', 'Electro Dragon', 'Freeze', 'Inferno Dragon', 'Lumberjack', 'Tornado']",p1
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Electro Wizard', 'Fireball', 'P.E.K.K.A', 'Ram Rider', 'Zap']",p2
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'Magic Archer', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p1
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Dart Goblin', 'Fireball', 'Goblin Barrel', 'Inferno Tower', 'Skeleton Army', 'Skeleton Barrel', 'The Log', 'Valkyrie']",p1
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Fire Spirit', 'Firecracker', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p2
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Arrows', 'Bomber', 'Giant Skeleton', 'Goblin Barrel', 'Mother Witch', 'Royal Giant', 'Skeleton Army', 'Zappies']",p1
"['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']","['Arrows', 'Bats', 'Giant', 'Giant Snowball', 'Graveyard', 'Mini P.E.K.K.A', 'Musketeer', 'Skeleton Army']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Balloon', 'Bandit', 'Electro Wizard', 'Firecracker', 'P.E.K.K.A', 'Rage', 'Skeleton Army', 'Zap']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Barbarian Barrel', 'Elite Barbarians', 'Elixir Collector', 'Golden Knight', 'Heal Spirit', 'Ice Golem', 'Royal Ghost', 'Three Musketeers']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Archer Queen', 'Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Golem', 'Lightning', 'Mega Minion', 'Tornado']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Archer Queen', 'Fireball', 'Goblin Barrel', 'Inferno Tower', 'Knight', 'Skeleton Army', 'Skeleton Barrel', 'The Log']",p2
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Barbarian Barrel', 'Battle Ram', 'Elixir Collector', 'Golden Knight', 'Hunter', 'Ice Golem', 'Royal Ghost', 'Three Musketeers']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Electro Spirit', 'Fireball', 'Fisherman', 'Hunter', 'Royal Ghost', 'Royal Giant', 'Skeletons', 'The Log']",p2
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Bandit', 'Elite Barbarians', 'Firecracker', 'Goblin Drill', 'Princess', 'Royal Ghost', 'Royal Recruits', 'Wall Breakers']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Electro Spirit', 'Goblin Barrel', 'Princess', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p2
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Archers', 'Barbarians', 'Fireball', 'Royal Giant', 'Skeletons', 'Tesla', 'The Log', 'Zap']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Knight', 'Princess', 'Rocket', 'Tesla', 'The Log']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Dark Prince', 'Electro Wizard', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Barbarian Barrel', 'Electro Wizard', 'Fisherman', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Mother Witch', 'Royal Giant']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Cannon', 'Fireball', 'Hog Rider', 'Ice Golem', 'Ice Spirit', 'Musketeer', 'Skeletons', 'The Log']",p2
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Dark Prince', 'Electro Dragon', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']",p2
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Firecracker', 'Hog Rider', 'Inferno Tower', 'Miner', 'Minion Horde', 'Minions', 'Valkyrie', 'Zap']",p1
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Balloon', 'Fireball', 'Fisherman', 'Lava Hound', 'Miner', 'Minion Horde', 'Minions', 'Zap']",p2
"['Dark Prince', 'Fire Spirit', 'Guards', 'Inferno Tower', 'Miner', 'Poison', 'Rocket', 'The Log']","['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Furnace', 'Lightning', 'Mega Minion', 'Royal Giant']",p2
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Arrows', 'Balloon', 'Bats', 'Freeze', 'Giant Skeleton', 'Ice Wizard', 'Inferno Dragon', 'Skeleton Army']",p2
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Goblin Giant', 'Heal Spirit', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']",p1
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Cannon Cart', 'Fireball', 'Firecracker', 'Goblin Gang', 'Golden Knight', 'Mortar', 'Skeleton Barrel', 'The Log']",p1
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Arrows', 'Bats', 'Elite Barbarians', 'Giant', 'Mother Witch', 'Skeleton Army', 'Sparky', 'Zap']",p2
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Arrows', 'Battle Healer', 'Electro Dragon', 'Elixir Golem', 'Inferno Dragon', 'Lightning', 'Night Witch', 'Rage']",p1
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Arrows', 'Dark Prince', 'Furnace', 'Goblin Hut', 'Mother Witch', 'Royal Hogs', 'Royal Recruits', 'Zappies']",p1
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Balloon', 'Fireball', 'Goblin Cage', 'Ice Golem', 'Inferno Dragon', 'Mega Minion', 'Miner', 'Zap']",p2
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Arrows', 'Barbarians', 'Hog Rider', 'Minion Horde', 'Minions', 'Royal Giant', 'Sparky', 'Zap']",p2
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Baby Dragon', 'Balloon', 'Barbarian Barrel', 'Bowler', 'Freeze', 'Inferno Dragon', 'Lumberjack', 'Tornado']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Arrows', 'Battle Healer', 'Electro Dragon', 'Elite Barbarians', 'Elixir Golem', 'Mother Witch', 'Night Witch', 'Rage']",p2
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Archer Queen', 'Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p2
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Bats', 'Fireball', 'Mother Witch', 'Skeleton Army', 'Skeleton Barrel', 'Skeleton King', 'The Log', 'Tombstone']",p2
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Electro Spirit', 'Goblin Barrel', 'Goblin Gang', 'Inferno Tower', 'Princess', 'Rocket', 'The Log', 'Valkyrie']",p1
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Firecracker', 'Goblin Barrel', 'Goblin Gang', 'Skeleton Army', 'Skeleton Barrel', 'Tesla', 'Valkyrie', 'Wall Breakers']",p2
"['Archer Queen', 'Arrows', 'Bats', 'Goblin Cage', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Balloon', 'Fireball', 'Guards', 'Lava Hound', 'Mega Minion', 'Minions', 'Tombstone', 'Zap']",p1
"['Barbarian Barrel', 'Cannon Cart', 'Fireball', 'Guards', 'Miner', 'Minion Horde', 'Mortar', 'Spear Goblins']","['Barbarian Barrel', 'Cannon Cart', 'Fireball', 'Goblin Cage', 'Golden Knight', 'Mother Witch', 'Royal Hogs', 'Skeleton Dragons']",p2
"['Archer Queen', 'Arrows', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']","['Barbarian Barrel', 'Cannon Cart', 'Fireball', 'Goblin Gang', 'Miner', 'Minion Horde', 'Mortar', 'Spear Goblins']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Baby Dragon', 'Bats', 'Clone', 'Flying Machine', 'Giant Snowball', 'Lava Hound', 'Lumberjack', 'Skeleton Army']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Arrows', 'Dark Prince', 'Elite Barbarians', 'Elixir Golem', 'Mega Minion', 'Rage', 'Sparky', 'Witch']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Arrows', 'Baby Dragon', 'Bats', 'Clone', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Electro Spirit', 'Fisherman', 'Lightning', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']",p2
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Arrows', 'Bats', 'Inferno Dragon', 'Mega Knight', 'Mini P.E.K.K.A', 'P.E.K.K.A', 'Wizard', 'Zap']",p1
"['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']","['Electro Spirit', 'Goblin Barrel', 'Princess', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p1
"['Archer Queen', 'Bats', 'Cannon Cart', 'Fireball', 'Goblin Cage', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p2
"['Archer Queen', 'Bats', 'Cannon Cart', 'Fireball', 'Goblin Cage', 'Royal Hogs', 'Skeletons', 'The Log']","['Cannon Cart', 'Electro Wizard', 'Fireball', 'Goblin Cage', 'Mother Witch', 'Royal Hogs', 'Skeletons', 'The Log']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Electro Spirit', 'Goblin Barrel', 'Princess', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Archer Queen', 'Fireball', 'Giant', 'Heal Spirit', 'Mini P.E.K.K.A', 'Sparky', 'Tornado', 'Zap']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Archer Queen', 'Arrows', 'Balloon', 'Barbarians', 'Lava Hound', 'Miner', 'Minions', 'Zap']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Executioner', 'Goblins', 'Hog Rider', 'Ice Spirit', 'Rocket', 'The Log', 'Tornado', 'Valkyrie']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Balloon', 'Barbarians', 'Fireball', 'Lava Hound', 'Mega Minion', 'Skeleton Dragons', 'Tombstone', 'Zap']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Cannon Cart', 'Fireball', 'Goblin Gang', 'Miner', 'Minion Horde', 'Mortar', 'Spear Goblins', 'The Log']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Arrows', 'Baby Dragon', 'Bats', 'Clone', 'Golem', 'Lumberjack', 'Night Witch', 'Skeleton Army']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Archer Queen', 'Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Golem', 'Lightning', 'Night Witch', 'Tornado']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Cannon Cart', 'Fireball', 'Giant Snowball', 'Graveyard', 'Hunter', 'Knight', 'Mortar', 'Spear Goblins']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Electro Spirit', 'Fireball', 'Fisherman', 'Hunter', 'Royal Ghost', 'Royal Giant', 'Skeletons', 'The Log']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Electro Spirit', 'Fireball', 'Goblin Barrel', 'Inferno Tower', 'Princess', 'Skeletons', 'The Log', 'Valkyrie']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Baby Dragon', 'Balloon', 'Barbarian Barrel', 'Bowler', 'Freeze', 'Inferno Dragon', 'Lumberjack', 'Tornado']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Cannon Cart', 'Fireball', 'Firecracker', 'Goblin Gang', 'Golden Knight', 'Mortar', 'Skeleton Barrel', 'The Log']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Cannon Cart', 'Electro Spirit', 'Fireball', 'Fisherman', 'Hunter', 'Royal Hogs', 'Royal Recruits', 'The Log']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Balloon', 'Barbarians', 'Fireball', 'Lava Hound', 'Mega Minion', 'Skeleton Dragons', 'Tombstone', 'Zap']",p1
"['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army']","['Archers', 'Fireball', 'Ice Spirit', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie', 'X-Bow']",p1
"['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army']","['Archer Queen', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']",p1
"['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army']","['Bowler', 'Fireball', 'Furnace', 'Goblin Barrel', 'Minion Horde', 'Mirror', 'Rascals', 'The Log']",p1
"['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army']","['Dark Prince', 'Electro Spirit', 'Fisherman', 'Lightning', 'Mega Minion', 'Mother Witch', 'Royal Giant', 'The Log']",p1
"['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army']","['Balloon', 'Barbarian Barrel', 'Bomb Tower', 'Giant Snowball', 'Ice Golem', 'Miner', 'Musketeer', 'Skeletons']",p1
"['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army']","['Cannon Cart', 'Dark Prince', 'Giant Snowball', 'Goblin Barrel', 'Princess', 'Rascals', 'Rocket', 'Spear Goblins']",p1
"['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army']","['Executioner', 'Guards', 'Hog Rider', 'Ice Spirit', 'Rocket', 'The Log', 'Tornado', 'Valkyrie']",p2
"['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army']","['Dark Prince', 'Elixir Collector', 'Giant', 'Mini P.E.K.K.A', 'Minion Horde', 'Rage', 'Sparky', 'Wizard']",p1
"['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army']","['Bats', 'Fireball', 'Miner', 'Spear Goblins', 'Tesla', 'The Log', 'Valkyrie', 'Wall Breakers']",p1
"['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army']","['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Knight', 'Princess', 'Rocket', 'Tesla', 'The Log']",p1
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Cannon Cart', 'Dark Prince', 'Giant Snowball', 'Goblin Barrel', 'Princess', 'Rascals', 'Rocket', 'Spear Goblins']",p1
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Inferno Dragon', 'Mega Knight', 'Poison', 'Ram Rider', 'Zap']",p2
"['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']","['Archer Queen', 'Golem', 'Mega Minion', 'Mini P.E.K.K.A', 'Night Witch', 'Skeleton Army', 'Tornado', 'Zap']",p2
